Country,Year,Subcommodity,Production (in tonnes),Source
Cameroon,1995,titanium ores and concentrates,0,USGS
Cameroon,1996,rutile,0,USGS
Cameroon,1996,titanium ores and concentrates,0,USGS
Cameroon,1997,rutile,0,USGS
Cameroon,1997,titanium ores and concentrates,0,USGS
Cameroon,1998,rutile,0,USGS
Cameroon,1998,titanium ores and concentrates,0,USGS
Cameroon,1999,rutile,0,USGS
Cameroon,1999,titanium ores and concentrates,0,USGS
Cameroon,2000,rutile,0,USGS
Cameroon,2000,titanium ores and concentrates,0,USGS
Cameroon,2001,rutile,0,USGS
Cameroon,2001,titanium ores and concentrates,0,USGS
Cameroon,2002,rutile,0,USGS
Cameroon,2002,titanium ores and concentrates,0,USGS
Cameroon,2003,rutile,0,USGS
Cameroon,2003,titanium ores and concentrates,0,USGS
Cameroon,2004,rutile,0,USGS
Cameroon,2004,titanium ores and concentrates,0,USGS
Cameroon,2005,rutile,0,USGS
Cameroon,2005,titanium ores and concentrates,0,USGS
Cameroon,2006,rutile,0,USGS
Cameroon,2006,titanium ores and concentrates,0,USGS
Cameroon,2007,rutile,0,USGS
Cameroon,2007,titanium ores and concentrates,0,USGS
Cameroon,2008,rutile,0,USGS
Cameroon,2008,titanium ores and concentrates,0,USGS
Cameroon,2009,rutile,0,USGS
Cameroon,2009,titanium ores and concentrates,0,USGS
Cameroon,2010,rutile,0,USGS
Cameroon,2010,titanium ores and concentrates,0,USGS
Cameroon,2011,rutile,0,USGS
Cameroon,2011,titanium ores and concentrates,0,USGS
Cameroon,2012,rutile,0,USGS
Cameroon,2012,titanium ores and concentrates,0,USGS
Cameroon,2013,rutile,0,USGS
Cameroon,2013,titanium ores and concentrates,0,USGS
Cameroon,2014,rutile,0,USGS
Cameroon,2014,titanium ores and concentrates,0,USGS
Cameroon,2015,rutile,0,USGS
Cameroon,2015,titanium ores and concentrates,0,USGS
Cameroon,2016,rutile,0,USGS
Cameroon,2016,titanium ores and concentrates,0,USGS
Cameroon,2017,rutile,0,USGS
Cameroon,2017,titanium ores and concentrates,0,USGS
Cameroon,2018,rutile,0,USGS
Cameroon,2018,titanium ores and concentrates,0,USGS
Cameroon,2019,rutile,0,USGS
Cameroon,2019,titanium ores and concentrates,0,USGS
Cameroon,2020,rutile,0,USGS
Cameroon,2020,titanium ores and concentrates,0,USGS
Cameroon,2021,rutile,0,USGS
Cameroon,2021,titanium ores and concentrates,0,USGS
Cameroon,2022,rutile,0,USGS
Cameroon,2022,titanium ores and concentrates,0,USGS
Canada,1950,ilmenite,6501,USGS
Canada,1950,titanium slag,3502,USGS
Canada,1951,ilmenite,39359,USGS
Canada,1951,titanium slag,21203,USGS
Canada,1952,ilmenite,78320,USGS
Canada,1952,titanium slag,42192,USGS
Canada,1953,ilmenite,280624,USGS
Canada,1953,titanium slag,151176,USGS
Canada,1954,ilmenite,231110,USGS
Canada,1954,titanium slag,124502,USGS
Canada,1955,ilmenite,304891,USGS
Canada,1955,titanium slag,164249,USGS
Canada,1956,ilmenite,410023,USGS
Canada,1956,titanium slag,220885,USGS
Canada,1957,ilmenite,500618,USGS
Canada,1957,titanium slag,269690,USGS
Canada,1958,ilmenite,299439,USGS
Canada,1958,titanium slag,161312,USGS
Canada,1959,ilmenite,502079,USGS
Canada,1959,titanium slag,270477,USGS
Canada,1960,ilmenite,723177,USGS
Canada,1960,titanium slag,389586,USGS
Canada,1961,ilmenite,860124,USGS
Canada,1961,titanium slag,463361,USGS
Canada,1962,ilmenite,559569,USGS
Canada,1962,titanium slag,301448,USGS
Canada,1963,ilmenite,704121,USGS
Canada,1963,titanium slag,379320,USGS
Canada,1964,ilmenite,1011150,USGS
Canada,1964,titanium slag,544721,USGS
Canada,1965,ilmenite,1013368,USGS
Canada,1965,titanium slag,545916,USGS
Canada,1966,ilmenite,974121,USGS
Canada,1966,titanium slag,524773,USGS
Canada,1967,ilmenite,1118320,USGS
Canada,1967,titanium slag,602455,USGS
Canada,1968,ilmenite,1249024,USGS
Canada,1968,titanium slag,672867,USGS
Canada,1969,ilmenite,1390782,USGS
Canada,1969,titanium slag,749234,USGS
Canada,1970,ilmenite,1567993,USGS
Canada,1970,titanium slag,844700,USGS
Canada,1971,ilmenite,1583400,USGS
Canada,1971,titanium slag,853000,USGS
Canada,1972,ilmenite,1708542,USGS
Canada,1972,titanium slag,920416,USGS
Canada,1973,ilmenite,1749915,USGS
Canada,1973,titanium slag,942704,USGS
Canada,1974,ilmenite,1728501,USGS
Canada,1974,titanium slag,931168,USGS
Canada,1975,ilmenite,1534325,USGS
Canada,1975,titanium slag,826563,USGS
Canada,1976,ilmenite,1665725,USGS
Canada,1976,titanium slag,897350,USGS
Canada,1977,ilmenite,1416660,USGS
Canada,1977,titanium slag,763175,USGS
Canada,1978,ilmenite,1739326,USGS
Canada,1978,titanium slag,937000,USGS
Canada,1979,ilmenite,976093,USGS
Canada,1979,titanium slag,525835,USGS
Canada,1980,ilmenite,1734573,USGS
Canada,1980,titanium slag,934439,USGS
Canada,1981,ilmenite,1553447,USGS
Canada,1981,titanium slag,836864,USGS
Canada,1982,ilmenite,1564455,USGS
Canada,1982,titanium slag,737445,USGS
Canada,1983,ilmenite,1485017,USGS
Canada,1983,titanium slag,700000,USGS
Canada,1984,ilmenite,1697163,USGS
Canada,1984,titanium slag,800000,USGS
Canada,1985,ilmenite,1792628,USGS
Canada,1985,titanium slag,845000,USGS
Canada,1986,ilmenite,1803235,USGS
Canada,1986,titanium slag,850000,USGS
Canada,1987,ilmenite,1962344,USGS
Canada,1987,titanium slag,925000,USGS
Canada,1988,ilmenite,2174490,USGS
Canada,1988,titanium slag,1025000,USGS
Canada,1989,ilmenite,2206311,USGS
Canada,1989,titanium slag,1040000,USGS
Canada,1990,ilmenite,2227526,USGS
Canada,1990,titanium slag,1050000,USGS
Canada,1991,ilmenite,1487139,USGS
Canada,1991,titanium slag,701000,USGS
Canada,1992,ilmenite,1597454,USGS
Canada,1992,titanium slag,753000,USGS
Canada,1993,ilmenite,1385309,USGS
Canada,1993,titanium slag,653000,USGS
Canada,1994,ilmenite,1620790,USGS
Canada,1994,titanium slag,764000,USGS
Canada,1995,ilmenite,1728984,USGS
Canada,1995,titanium slag,815000,USGS
Canada,1996,ilmenite,1750199,USGS
Canada,1996,titanium slag,825000,USGS
Canada,1997,ilmenite,1803235,USGS
Canada,1997,titanium slag,850000,USGS
Canada,1998,ilmenite,2015381,USGS
Canada,1998,titanium slag,950000,USGS
Canada,1999,ilmenite,2015381,USGS
Canada,1999,titanium slag,950000,USGS
Canada,2000,ilmenite,1930522,USGS
Canada,2000,titanium slag,910000,USGS
Canada,2001,ilmenite,2142668,USGS
Canada,2001,titanium slag,1010000,USGS
Canada,2002,ilmenite,1909308,USGS
Canada,2002,titanium slag,900000,USGS
Canada,2003,ilmenite,1852029,USGS
Canada,2003,titanium slag,873000,USGS
Canada,2004,ilmenite,1830814,USGS
Canada,2004,titanium slag,863000,USGS
Canada,2005,ilmenite,1824450,USGS
Canada,2005,titanium slag,860000,USGS
Canada,2006,ilmenite,1972951,USGS
Canada,2006,titanium slag,930000,USGS
Canada,2007,ilmenite,2036595,USGS
Canada,2007,titanium slag,960000,USGS
Canada,2008,ilmenite,2121453,USGS
Canada,2008,titanium slag,1000000,USGS
Canada,2009,ilmenite,1622912,USGS
Canada,2009,titanium slag,765000,USGS
Canada,2010,ilmenite,2312384,USGS
Canada,2010,titanium slag,1090000,USGS
Canada,2011,ilmenite,1862636,USGS
Canada,2011,titanium slag,878000,USGS
Canada,2012,ilmenite,1909308,USGS
Canada,2012,titanium slag,900000,USGS
Canada,2013,ilmenite,1909308,USGS
Canada,2013,titanium slag,900000,USGS
Canada,2014,ilmenite,1909308,USGS
Canada,2014,titanium slag,900000,USGS
Canada,2015,ilmenite,1485017,USGS
Canada,2015,titanium slag,700000,USGS
Canada,2016,ilmenite,1485017,USGS
Canada,2016,titanium slag,700000,USGS
Canada,2017,ilmenite,1697163,USGS
Canada,2017,titanium slag,800000,USGS
Canada,2018,ilmenite,1485017,USGS
Canada,2018,titanium slag,700000,USGS
Canada,2019,ilmenite,1697163,USGS
Canada,2019,titanium slag,800000,USGS
Canada,2020,ilmenite,1485017,USGS
Canada,2020,titanium slag,700000,USGS
Canada,2021,ilmenite,1485017,USGS
Canada,2021,titanium slag,700000,USGS
Canada,2022,ilmenite,1697163,USGS
Canada,2022,titanium slag,800000,USGS
China,1950,ilmenite and leucoxene,0,USGS
China,1950,titanium ores and concentrates,0,USGS
China,1951,ilmenite and leucoxene,0,USGS
China,1951,titanium ores and concentrates,0,USGS
China,1952,ilmenite and leucoxene,0,USGS
China,1952,titanium ores and concentrates,0,USGS
China,1953,ilmenite and leucoxene,0,USGS
China,1953,titanium ores and concentrates,0,USGS
China,1954,ilmenite and leucoxene,0,USGS
China,1954,titanium ores and concentrates,0,USGS
China,1955,ilmenite and leucoxene,0,USGS
China,1955,titanium ores and concentrates,0,USGS
China,1956,ilmenite and leucoxene,0,USGS
China,1956,titanium ores and concentrates,0,USGS
China,1957,ilmenite and leucoxene,0,USGS
China,1957,titanium ores and concentrates,0,USGS
China,1958,ilmenite and leucoxene,0,USGS
China,1958,titanium ores and concentrates,0,USGS
China,1959,ilmenite and leucoxene,0,USGS
China,1959,titanium ores and concentrates,0,USGS
China,1960,ilmenite and leucoxene,0,USGS
China,1960,titanium ores and concentrates,0,USGS
China,1961,ilmenite and leucoxene,0,USGS
China,1961,titanium ores and concentrates,0,USGS
China,1962,ilmenite and leucoxene,0,USGS
China,1962,titanium ores and concentrates,0,USGS
China,1963,ilmenite and leucoxene,0,USGS
China,1963,titanium ores and concentrates,0,USGS
China,1964,ilmenite and leucoxene,0,USGS
China,1964,titanium ores and concentrates,0,USGS
China,1965,ilmenite and leucoxene,0,USGS
China,1965,titanium ores and concentrates,0,USGS
China,1966,ilmenite and leucoxene,0,USGS
China,1966,titanium ores and concentrates,0,USGS
China,1967,ilmenite and leucoxene,0,USGS
China,1967,titanium ores and concentrates,0,USGS
China,1968,ilmenite and leucoxene,0,USGS
China,1968,titanium ores and concentrates,0,USGS
China,1969,ilmenite and leucoxene,0,USGS
China,1969,titanium ores and concentrates,0,USGS
China,1970,ilmenite and leucoxene,0,USGS
China,1970,titanium ores and concentrates,0,USGS
China,1971,ilmenite and leucoxene,0,USGS
China,1971,titanium ores and concentrates,0,USGS
China,1972,ilmenite and leucoxene,0,USGS
China,1972,titanium ores and concentrates,0,USGS
China,1973,ilmenite and leucoxene,0,USGS
China,1973,titanium ores and concentrates,0,USGS
China,1974,ilmenite and leucoxene,0,USGS
China,1974,titanium ores and concentrates,0,USGS
China,1975,ilmenite and leucoxene,0,USGS
China,1975,titanium ores and concentrates,0,USGS
China,1981,ilmenite and leucoxene,150000,USGS
China,1981,titanium ores and concentrates,150000,USGS
China,1982,ilmenite and leucoxene,150000,USGS
China,1982,titanium ores and concentrates,150000,USGS
China,1983,ilmenite and leucoxene,154000,USGS
China,1983,titanium ores and concentrates,154000,USGS
China,1984,ilmenite and leucoxene,154000,USGS
China,1984,titanium ores and concentrates,154000,USGS
China,1985,ilmenite and leucoxene,140000,USGS
China,1985,titanium ores and concentrates,140000,USGS
China,1986,ilmenite and leucoxene,140000,USGS
China,1986,titanium ores and concentrates,140000,USGS
China,1987,ilmenite and leucoxene,140000,USGS
China,1987,titanium ores and concentrates,140000,USGS
China,1988,ilmenite and leucoxene,150000,USGS
China,1988,titanium ores and concentrates,150000,USGS
China,1989,ilmenite and leucoxene,150000,USGS
China,1989,titanium ores and concentrates,150000,USGS
China,1990,ilmenite and leucoxene,150000,USGS
China,1990,titanium ores and concentrates,150000,USGS
China,1991,ilmenite and leucoxene,150000,USGS
China,1991,titanium ores and concentrates,150000,USGS
China,1992,ilmenite and leucoxene,150000,USGS
China,1992,titanium ores and concentrates,150000,USGS
China,1993,ilmenite and leucoxene,155000,USGS
China,1993,titanium ores and concentrates,155000,USGS
China,1994,ilmenite and leucoxene,155000,USGS
China,1994,titanium ores and concentrates,155000,USGS
China,1995,ilmenite and leucoxene,160000,USGS
China,1995,titanium ores and concentrates,160000,USGS
China,1996,ilmenite and leucoxene,165000,USGS
China,1996,titanium ores and concentrates,165000,USGS
China,1997,ilmenite and leucoxene,170000,USGS
China,1997,titanium ores and concentrates,170000,USGS
China,1998,ilmenite and leucoxene,175000,USGS
China,1998,titanium ores and concentrates,175000,USGS
China,1999,ilmenite and leucoxene,180000,USGS
China,1999,titanium ores and concentrates,180000,USGS
China,2000,ilmenite and leucoxene,250000,USGS
China,2000,titanium ores and concentrates,250000,USGS
China,2001,ilmenite and leucoxene,300000,USGS
China,2001,titanium ores and concentrates,300000,USGS
China,2002,ilmenite and leucoxene,750000,USGS
China,2002,titanium ores and concentrates,750000,USGS
China,2003,ilmenite and leucoxene,800000,USGS
China,2003,titanium ores and concentrates,800000,USGS
China,2004,ilmenite and leucoxene,840000,USGS
China,2004,titanium ores and concentrates,840000,USGS
China,2005,ilmenite and leucoxene,900000,USGS
China,2005,titanium ores and concentrates,900000,USGS
China,2006,ilmenite and leucoxene,1000000,USGS
China,2006,titanium ores and concentrates,1000000,USGS
China,2007,ilmenite and leucoxene,1100000,USGS
China,2007,titanium ores and concentrates,1100000,USGS
China,2008,ilmenite and leucoxene,1100000,USGS
China,2008,titanium ores and concentrates,1100000,USGS
China,2009,ilmenite and leucoxene,112000,USGS
China,2009,titanium ores and concentrates,112000,USGS
China,2010,ilmenite and leucoxene,1400000,USGS
China,2010,titanium ores and concentrates,1400000,USGS
China,2011,ilmenite and leucoxene,1420000,USGS
China,2011,titanium ores and concentrates,1420000,USGS
China,2012,ilmenite and leucoxene,1330000,USGS
China,2012,titanium ores and concentrates,1330000,USGS
China,2013,ilmenite and leucoxene,3850000,USGS
China,2013,titanium ores and concentrates,3850000,USGS
China,2014,ilmenite and leucoxene,4240000,USGS
China,2014,titanium ores and concentrates,4240000,USGS
China,2015,ilmenite and leucoxene,3910000,USGS
China,2015,titanium ores and concentrates,3910000,USGS
China,2016,ilmenite and leucoxene,3800000,USGS
China,2016,titanium ores and concentrates,3800000,USGS
China,2017,ilmenite and leucoxene,3830000,USGS
China,2017,titanium ores and concentrates,3830000,USGS
China,2018,ilmenite and leucoxene,4200000,USGS
China,2018,titanium ores and concentrates,4200000,USGS
China,2019,ilmenite and leucoxene,4600000,USGS
China,2019,titanium ores and concentrates,4600000,USGS
China,2020,ilmenite and leucoxene,5442000,USGS
China,2020,titanium ores and concentrates,5442000,USGS
China,2021,ilmenite and leucoxene,5714000,USGS
China,2021,titanium ores and concentrates,5714000,USGS
China,2022,ilmenite and leucoxene,6300000,USGS
China,2022,titanium ores and concentrates,6300000,USGS
Egypt,1950,ilmenite,287,USGS
Egypt,1950,ilmenite and leucoxene,287,USGS
Egypt,1950,rutile,0,USGS
Egypt,1950,titanium ores and concentrates,287,USGS
Egypt,1951,ilmenite,359,USGS
Egypt,1951,ilmenite and leucoxene,359,USGS
Egypt,1951,rutile,0,USGS
Egypt,1951,titanium ores and concentrates,359,USGS
Egypt,1952,ilmenite,2202,USGS
Egypt,1952,ilmenite and leucoxene,2202,USGS
Egypt,1952,rutile,0,USGS
Egypt,1952,titanium ores and concentrates,2202,USGS
Egypt,1953,ilmenite,2787,USGS
Egypt,1953,ilmenite and leucoxene,2787,USGS
Egypt,1953,rutile,0,USGS
Egypt,1953,titanium ores and concentrates,2787,USGS
Egypt,1954,ilmenite,2900,USGS
Egypt,1954,ilmenite and leucoxene,2900,USGS
Egypt,1954,rutile,0,USGS
Egypt,1954,titanium ores and concentrates,2900,USGS
Egypt,1955,ilmenite,2694,USGS
Egypt,1955,ilmenite and leucoxene,2694,USGS
Egypt,1955,rutile,0,USGS
Egypt,1955,titanium ores and concentrates,2694,USGS
Egypt,1956,ilmenite,4547,USGS
Egypt,1956,ilmenite and leucoxene,4547,USGS
Egypt,1956,rutile,0,USGS
Egypt,1956,titanium ores and concentrates,4547,USGS
Egypt,1957,ilmenite,3700,USGS
Egypt,1957,ilmenite and leucoxene,3700,USGS
Egypt,1957,rutile,0,USGS
Egypt,1957,titanium ores and concentrates,3700,USGS
Egypt,1958,ilmenite,3000,USGS
Egypt,1958,ilmenite and leucoxene,3000,USGS
Egypt,1958,rutile,0,USGS
Egypt,1958,titanium ores and concentrates,3000,USGS
Egypt,1959,ilmenite,17100,USGS
Egypt,1959,ilmenite and leucoxene,17100,USGS
Egypt,1959,rutile,1157,USGS
Egypt,1959,titanium ores and concentrates,18257,USGS
Egypt,1960,ilmenite,13228,USGS
Egypt,1960,ilmenite and leucoxene,13228,USGS
Egypt,1960,rutile,1100,USGS
Egypt,1960,titanium ores and concentrates,14328,USGS
Egypt,1961,ilmenite,47475,USGS
Egypt,1961,ilmenite and leucoxene,47475,USGS
Egypt,1961,rutile,1100,USGS
Egypt,1961,titanium ores and concentrates,48575,USGS
Egypt,1962,ilmenite,49210,USGS
Egypt,1962,ilmenite and leucoxene,49210,USGS
Egypt,1962,rutile,198,USGS
Egypt,1962,titanium ores and concentrates,49408,USGS
Egypt,1963,ilmenite,596,USGS
Egypt,1963,ilmenite and leucoxene,596,USGS
Egypt,1963,rutile,4,USGS
Egypt,1963,titanium ores and concentrates,600,USGS
Egypt,1964,ilmenite,23,USGS
Egypt,1964,ilmenite and leucoxene,23,USGS
Egypt,1964,rutile,0,USGS
Egypt,1964,titanium ores and concentrates,23,USGS
Egypt,1965,ilmenite,0,USGS
Egypt,1965,ilmenite and leucoxene,0,USGS
Egypt,1965,rutile,0,USGS
Egypt,1965,titanium ores and concentrates,0,USGS
Egypt,1966,ilmenite,2507,USGS
Egypt,1966,ilmenite and leucoxene,2507,USGS
Egypt,1966,rutile,0,USGS
Egypt,1966,titanium ores and concentrates,2507,USGS
Egypt,1967,ilmenite,1171,USGS
Egypt,1967,ilmenite and leucoxene,1171,USGS
Egypt,1967,rutile,6,USGS
Egypt,1967,titanium ores and concentrates,1177,USGS
Egypt,1968,ilmenite,0,USGS
Egypt,1968,ilmenite and leucoxene,0,USGS
Egypt,1968,rutile,0,USGS
Egypt,1968,titanium ores and concentrates,0,USGS
Egypt,1969,ilmenite,0,USGS
Egypt,1969,ilmenite and leucoxene,0,USGS
Egypt,1969,rutile,0,USGS
Egypt,1969,titanium ores and concentrates,0,USGS
Egypt,1970,ilmenite,0,USGS
Egypt,1970,ilmenite and leucoxene,0,USGS
Egypt,1970,rutile,0,USGS
Egypt,1970,titanium ores and concentrates,0,USGS
Egypt,1971,ilmenite,0,USGS
Egypt,1971,ilmenite and leucoxene,0,USGS
Egypt,1971,rutile,0,USGS
Egypt,1971,titanium ores and concentrates,0,USGS
Egypt,1972,ilmenite,0,USGS
Egypt,1972,ilmenite and leucoxene,0,USGS
Egypt,1972,rutile,0,USGS
Egypt,1972,titanium ores and concentrates,0,USGS
Egypt,1973,ilmenite,0,USGS
Egypt,1973,ilmenite and leucoxene,0,USGS
Egypt,1973,rutile,0,USGS
Egypt,1973,titanium ores and concentrates,0,USGS
Egypt,1974,ilmenite,0,USGS
Egypt,1974,ilmenite and leucoxene,0,USGS
Egypt,1974,rutile,0,USGS
Egypt,1974,titanium ores and concentrates,0,USGS
Egypt,1975,ilmenite,0,USGS
Egypt,1975,ilmenite and leucoxene,0,USGS
Egypt,1975,rutile,0,USGS
Egypt,1975,titanium ores and concentrates,0,USGS
Egypt,1976,ilmenite,0,USGS
Egypt,1976,ilmenite and leucoxene,0,USGS
Egypt,1976,rutile,0,USGS
Egypt,1976,titanium ores and concentrates,0,USGS
Egypt,1977,ilmenite,0,USGS
Egypt,1977,ilmenite and leucoxene,0,USGS
Egypt,1977,rutile,0,USGS
Egypt,1977,titanium ores and concentrates,0,USGS
Egypt,1978,ilmenite,0,USGS
Egypt,1978,ilmenite and leucoxene,0,USGS
Egypt,1978,rutile,0,USGS
Egypt,1978,titanium ores and concentrates,0,USGS
Egypt,1979,ilmenite,0,USGS
Egypt,1979,ilmenite and leucoxene,0,USGS
Egypt,1979,rutile,0,USGS
Egypt,1979,titanium ores and concentrates,0,USGS
Egypt,1980,ilmenite,0,USGS
Egypt,1980,ilmenite and leucoxene,0,USGS
Egypt,1980,rutile,0,USGS
Egypt,1980,titanium ores and concentrates,0,USGS
Egypt,1981,ilmenite,0,USGS
Egypt,1981,ilmenite and leucoxene,0,USGS
Egypt,1981,rutile,0,USGS
Egypt,1981,titanium ores and concentrates,0,USGS
Egypt,1982,ilmenite,0,USGS
