Country,Year,Sub-commodity,Production (tonnes),Source
USA,2004,Bastnaesite                                       ,0,BGS
USA,2004,Monazite                                          ,0,BGS
USA,2005,Bastnaesite                                       ,0,BGS
USA,2005,Monazite                                          ,0,BGS
USA,2006,Bastnaesite                                       ,0,BGS
USA,2006,Monazite                                          ,0,BGS
USA,2007,Bastnaesite                                       ,0,BGS
USA,2007,Monazite                                          ,0,BGS
USA,2008,Bastnaesite                                       ,0,BGS
USA,2008,Monazite                                          ,0,BGS
USA,2009,Bastnaesite                                       ,0,BGS
USA,2009,Monazite                                          ,0,BGS
USA,2010,Bastnaesite                                       ,0,BGS
USA,2010,Monazite                                          ,0,BGS
USA,2011,Bastnaesite                                       ,0,BGS
USA,2011,Monazite                                          ,0,BGS
USA,2012,Bastnaesite                                       ,0,BGS
USA,2012,Monazite                                          ,0,BGS
USA,2013,Bastnaesite                                       ,0,BGS
USA,2013,Monazite                                          ,0,BGS
USA,2014,Bastnaesite                                       ,0,BGS
USA,2014,Monazite                                          ,0,BGS
USA,2015,Bastnaesite                                       ,0,BGS
USA,2015,Monazite                                          ,0,BGS
USA,2016,Bastnaesite                                       ,0,BGS
USA,2016,Monazite                                          ,0,BGS
USA,2017,Bastnaesite                                       ,0,BGS
USA,2017,Monazite                                          ,0,BGS
USA,2018,Bastnaesite                                       ,0,BGS
USA,2018,Monazite                                          ,0,BGS
USA,2019,Bastnaesite                                       ,0,BGS
USA,2019,Monazite                                          ,0,BGS
USA,2020,Bastnaesite                                       ,0,BGS
USA,2020,Monazite                                          ,0,BGS
USA,2021,Bastnaesite                                       ,0,BGS
USA,2021,Monazite                                          ,0,BGS
USA,2022,Bastnaesite                                       ,0,BGS
USA,2022,Monazite                                          ,0,BGS
Zaire,1970,Monazite                                          ,0,BGS
Zaire,1971,Monazite                                          ,0,BGS
Zaire,1972,Monazite                                          ,0,BGS
Zaire,1973,Monazite                                          ,0,BGS
Zaire,1974,Monazite                                          ,0,BGS
Zaire,1975,Monazite                                          ,298,BGS
Zaire,1976,Monazite                                          ,125,BGS
Zaire,1977,Monazite                                          ,96,BGS
Zaire,1978,Monazite                                          ,77,BGS
Zaire,1979,Monazite                                          ,92,BGS
Zaire,1980,Monazite                                          ,51,BGS
Zaire,1981,Monazite                                          ,35,BGS
Zaire,1982,Monazite                                          ,32,BGS
Zaire,1983,Monazite                                          ,15,BGS
Zaire,1984,Monazite                                          ,2,BGS
Zaire,1985,Monazite                                          ,0,BGS
Zaire,1986,Monazite                                          ,7,BGS
Zaire,1987,Monazite                                          ,97,BGS
Zaire,1988,Monazite                                          ,168,BGS
Zaire,1989,Monazite                                          ,175,BGS
Zaire,1990,Monazite                                          ,124,BGS
Zaire,1991,Monazite                                          ,120,BGS
Zaire,1992,Monazite                                          ,0,BGS
Zaire,1993,Monazite                                          ,0,BGS
Zaire,1994,Monazite                                          ,0,BGS
Zaire,1995,Monazite                                          ,0,BGS
Zaire,1996,Monazite                                          ,0,BGS
Zaire,1997,Monazite                                          ,0,BGS
Zaire,1998,Monazite                                          ,0,BGS
Zaire,1999,Monazite                                          ,0,BGS
Zaire,2000,Monazite                                          ,0,BGS
Zaire,2001,Monazite                                          ,0,BGS
Zaire,2002,Monazite                                          ,0,BGS
Zaire,2003,Monazite                                          ,0,BGS
Zaire,2004,Monazite                                          ,0,BGS
Zaire,2005,Monazite                                          ,0,BGS
Zaire,2006,Monazite                                          ,0,BGS
Zaire,2007,Monazite                                          ,0,BGS
Zaire,2008,Monazite                                          ,0,BGS
Zaire,2009,Monazite                                          ,0,BGS
Zaire,2010,Monazite                                          ,0,BGS
Zaire,2011,Monazite                                          ,0,BGS
Zaire,2012,Monazite                                          ,0,BGS
Zaire,2013,Monazite                                          ,0,BGS
Zaire,2014,Monazite                                          ,0,BGS
Zaire,2015,Monazite                                          ,0,BGS
Zaire,2016,Monazite                                          ,0,BGS
Zaire,2017,Monazite                                          ,0,BGS
Zaire,2018,Monazite                                          ,0,BGS
Zaire,2019,Monazite                                          ,0,BGS
Zaire,2020,Monazite                                          ,0,BGS
Zaire,2021,Monazite                                          ,0,BGS
Zaire,2022,Monazite                                          ,0,BGS
