Country,Year,Sub-commodity,Quantity in metric tons,Source
Thailand,1971,Ilmenite,0,BGS
Thailand,1971,Leucoxene,0,BGS
Thailand,1971,titanium ores and concentrates,0,BGS
Thailand,1972,Ilmenite,0,BGS
Thailand,1972,Leucoxene,0,BGS
Thailand,1972,titanium ores and concentrates,0,BGS
Thailand,1973,Ilmenite,0,BGS
Thailand,1973,Leucoxene,0,BGS
Thailand,1973,titanium ores and concentrates,0,BGS
Thailand,1974,Ilmenite,0,BGS
Thailand,1974,Leucoxene,0,BGS
Thailand,1974,titanium ores and concentrates,0,BGS
Thailand,1975,Ilmenite,0,BGS
Thailand,1975,Leucoxene,0,BGS
Thailand,1975,titanium ores and concentrates,0,BGS
Thailand,1976,Ilmenite,0,BGS
Thailand,1976,Leucoxene,0,BGS
Thailand,1976,titanium ores and concentrates,0,BGS
Thailand,1977,Ilmenite,0,BGS
Thailand,1977,Leucoxene,0,BGS
Thailand,1977,titanium ores and concentrates,0,BGS
Thailand,1978,Ilmenite,0,BGS
Thailand,1978,Leucoxene,0,BGS
Thailand,1978,titanium ores and concentrates,0,BGS
Thailand,1979,Ilmenite,0,BGS
Thailand,1979,Leucoxene,0,BGS
Thailand,1979,titanium ores and concentrates,0,BGS
Thailand,1980,Ilmenite,0,BGS
Thailand,1980,Leucoxene,0,BGS
Thailand,1980,titanium ores and concentrates,0,BGS
Thailand,1981,Ilmenite,0,BGS
Thailand,1981,Leucoxene,0,BGS
Thailand,1981,titanium ores and concentrates,0,BGS
Thailand,1982,Ilmenite,18,BGS
Thailand,1982,Leucoxene,0,BGS
Thailand,1982,titanium ores and concentrates,18,BGS
Thailand,1983,Ilmenite,205,BGS
Thailand,1983,Leucoxene,0,BGS
Thailand,1983,titanium ores and concentrates,205,BGS
Thailand,1984,Ilmenite,148,BGS
Thailand,1984,Leucoxene,388,BGS
Thailand,1984,titanium ores and concentrates,536,BGS
Thailand,1985,Ilmenite,1078,BGS
Thailand,1985,Leucoxene,488,BGS
Thailand,1985,titanium ores and concentrates,1566,BGS
Thailand,1986,Ilmenite,13489,BGS
Thailand,1986,Leucoxene,797,BGS
Thailand,1986,titanium ores and concentrates,14286,BGS
Thailand,1987,Ilmenite,26278,BGS
Thailand,1987,Leucoxene,800,BGS
Thailand,1987,titanium ores and concentrates,27078,BGS
Thailand,1988,Ilmenite,16455,BGS
Thailand,1988,Leucoxene,1798,BGS
Thailand,1988,titanium ores and concentrates,18253,BGS
Thailand,1989,Ilmenite,16955,BGS
Thailand,1989,Leucoxene,30,BGS
Thailand,1989,titanium ores and concentrates,16985,BGS
Thailand,1990,Ilmenite,10554,BGS
Thailand,1990,Leucoxene,120,BGS
Thailand,1990,titanium ores and concentrates,10674,BGS
Thailand,1991,Ilmenite,17071,BGS
Thailand,1991,Leucoxene,4,BGS
Thailand,1991,titanium ores and concentrates,17075,BGS
Thailand,1992,Ilmenite,2922,BGS
Thailand,1992,Leucoxene,45,BGS
Thailand,1992,Rutile,281,BGS
Thailand,1992,titanium ores and concentrates,3248,BGS
Thailand,1993,Ilmenite,20715,BGS
Thailand,1993,Leucoxene,106,BGS
Thailand,1993,Rutile,87,BGS
Thailand,1993,titanium ores and concentrates,20908,BGS
Thailand,1994,Ilmenite,1600,BGS
Thailand,1994,Leucoxene,77,BGS
Thailand,1994,Rutile,49,BGS
Thailand,1994,titanium ores and concentrates,1726,BGS
Thailand,1995,Ilmenite,0,BGS
Thailand,1995,Leucoxene,0,BGS
Thailand,1995,Rutile,0,BGS
Thailand,1995,titanium ores and concentrates,0,BGS
Thailand,1996,Ilmenite,0,BGS
Thailand,1996,Leucoxene,0,BGS
Thailand,1996,Rutile,0,BGS
Thailand,1996,titanium ores and concentrates,0,BGS
Thailand,1997,Ilmenite,0,BGS
Thailand,1997,Leucoxene,0,BGS
Thailand,1997,Rutile,0,BGS
Thailand,1997,titanium ores and concentrates,0,BGS
Thailand,1998,Ilmenite,0,BGS
Thailand,1998,Leucoxene,0,BGS
Thailand,1998,Rutile,0,BGS
Thailand,1998,titanium ores and concentrates,0,BGS
Thailand,1999,Ilmenite,0,BGS
Thailand,1999,Leucoxene,0,BGS
Thailand,1999,Rutile,0,BGS
Thailand,1999,titanium ores and concentrates,0,BGS
Thailand,2000,Ilmenite,0,BGS
Thailand,2000,Leucoxene,0,BGS
Thailand,2000,Rutile,0,BGS
Thailand,2000,titanium ores and concentrates,0,BGS
Thailand,2001,Ilmenite,0,BGS
Thailand,2001,Leucoxene,0,BGS
Thailand,2001,Rutile,0,BGS
Thailand,2001,titanium ores and concentrates,0,BGS
Thailand,2002,Ilmenite,0,BGS
Thailand,2002,Leucoxene,0,BGS
Thailand,2002,Rutile,0,BGS
Thailand,2002,titanium ores and concentrates,0,BGS
Thailand,2003,Ilmenite,0,BGS
Thailand,2003,Leucoxene,0,BGS
Thailand,2003,Rutile,0,BGS
Thailand,2003,titanium ores and concentrates,0,BGS
Thailand,2004,Ilmenite,0,BGS
Thailand,2004,Leucoxene,0,BGS
Thailand,2004,Rutile,0,BGS
Thailand,2004,titanium ores and concentrates,0,BGS
Thailand,2005,Ilmenite,0,BGS
Thailand,2005,Leucoxene,0,BGS
Thailand,2005,Rutile,0,BGS
Thailand,2005,titanium ores and concentrates,0,BGS
Thailand,2006,Ilmenite,0,BGS
Thailand,2006,Leucoxene,0,BGS
Thailand,2006,Rutile,0,BGS
Thailand,2006,titanium ores and concentrates,0,BGS
Thailand,2007,Ilmenite,0,BGS
Thailand,2007,Leucoxene,0,BGS
Thailand,2007,Rutile,0,BGS
Thailand,2007,titanium ores and concentrates,0,BGS
Thailand,2008,Ilmenite,0,BGS
Thailand,2008,Leucoxene,0,BGS
Thailand,2008,Rutile,0,BGS
Thailand,2008,titanium ores and concentrates,0,BGS
Thailand,2009,Ilmenite,0,BGS
Thailand,2009,Leucoxene,0,BGS
Thailand,2009,Rutile,0,BGS
Thailand,2009,titanium ores and concentrates,0,BGS
Thailand,2010,Ilmenite,0,BGS
Thailand,2010,Leucoxene,0,BGS
Thailand,2010,Rutile,0,BGS
Thailand,2010,titanium ores and concentrates,0,BGS
Thailand,2011,Ilmenite,0,BGS
Thailand,2011,Leucoxene,0,BGS
Thailand,2011,Rutile,0,BGS
Thailand,2011,titanium ores and concentrates,0,BGS
Thailand,2012,Ilmenite,0,BGS
Thailand,2012,Leucoxene,0,BGS
Thailand,2012,Rutile,0,BGS
Thailand,2012,titanium ores and concentrates,0,BGS
Thailand,2013,Ilmenite,0,BGS
Thailand,2013,Leucoxene,0,BGS
Thailand,2013,Rutile,0,BGS
Thailand,2013,titanium ores and concentrates,0,BGS
Thailand,2014,Ilmenite,0,BGS
Thailand,2014,Leucoxene,0,BGS
Thailand,2014,Rutile,0,BGS
Thailand,2014,titanium ores and concentrates,0,BGS
Thailand,2015,Ilmenite,0,BGS
Thailand,2015,Leucoxene,0,BGS
Thailand,2015,Rutile,0,BGS
Thailand,2015,titanium ores and concentrates,0,BGS
Thailand,2016,Ilmenite,0,BGS
Thailand,2016,Leucoxene,0,BGS
Thailand,2016,Rutile,0,BGS
Thailand,2016,titanium ores and concentrates,0,BGS
Thailand,2017,Ilmenite,8,BGS
Thailand,2017,Leucoxene,0,BGS
Thailand,2017,Rutile,0,BGS
Thailand,2017,titanium ores and concentrates,8,BGS
Thailand,2018,Ilmenite,41,BGS
Thailand,2018,Leucoxene,0,BGS
Thailand,2018,Rutile,0,BGS
Thailand,2018,titanium ores and concentrates,41,BGS
Thailand,2019,Ilmenite,5095,BGS
Thailand,2019,Leucoxene,0,BGS
Thailand,2019,Rutile,0,BGS
Thailand,2019,titanium ores and concentrates,5095,BGS
Thailand,2020,Ilmenite,153,BGS
Thailand,2020,Leucoxene,0,BGS
Thailand,2020,Rutile,0,BGS
Thailand,2020,titanium ores and concentrates,153,BGS
Thailand,2021,Ilmenite,66,BGS
Thailand,2021,Leucoxene,0,BGS
Thailand,2021,Rutile,0,BGS
Thailand,2021,titanium ores and concentrates,66,BGS
Thailand,2022,Ilmenite,2,BGS
Thailand,2022,Leucoxene,0,BGS
Thailand,2022,Rutile,0,BGS
Thailand,2022,titanium ores and concentrates,2,BGS
Turkey,1970,Rutile,0,BGS
Turkey,1970,titanium ores and concentrates,0,BGS
Turkey,1971,Rutile,0,BGS
Turkey,1971,titanium ores and concentrates,0,BGS
Turkey,1972,Rutile,0,BGS
Turkey,1972,titanium ores and concentrates,0,BGS
Turkey,1973,Rutile,0,BGS
Turkey,1973,titanium ores and concentrates,0,BGS
Turkey,1974,Rutile,0,BGS
Turkey,1974,titanium ores and concentrates,0,BGS
Turkey,1975,Rutile,0,BGS
Turkey,1975,titanium ores and concentrates,0,BGS
Turkey,1976,Rutile,0,BGS
Turkey,1976,titanium ores and concentrates,0,BGS
Turkey,1977,Rutile,0,BGS
Turkey,1977,titanium ores and concentrates,0,BGS
Turkey,1978,Rutile,0,BGS
Turkey,1978,titanium ores and concentrates,0,BGS
Turkey,1979,Rutile,0,BGS
Turkey,1979,titanium ores and concentrates,0,BGS
Turkey,1980,Rutile,0,BGS
Turkey,1980,titanium ores and concentrates,0,BGS
Turkey,1981,Rutile,0,BGS
Turkey,1981,titanium ores and concentrates,0,BGS
Turkey,1982,Rutile,0,BGS
Turkey,1982,titanium ores and concentrates,0,BGS
Turkey,1983,Rutile,0,BGS
Turkey,1983,titanium ores and concentrates,0,BGS
Turkey,1984,Rutile,0,BGS
Turkey,1984,titanium ores and concentrates,0,BGS
Turkey,1985,Rutile,0,BGS
Turkey,1985,titanium ores and concentrates,0,BGS
Turkey,1986,Rutile,0,BGS
Turkey,1986,titanium ores and concentrates,0,BGS
Turkey,1987,Rutile,0,BGS
Turkey,1987,titanium ores and concentrates,0,BGS
Turkey,1988,Rutile,0,BGS
Turkey,1988,titanium ores and concentrates,0,BGS
Turkey,1989,Rutile,0,BGS
Turkey,1989,titanium ores and concentrates,0,BGS
Turkey,1990,Rutile,0,BGS
Turkey,1990,titanium ores and concentrates,0,BGS
Turkey,1991,Rutile,0,BGS
Turkey,1991,titanium ores and concentrates,0,BGS
Turkey,1992,Rutile,0,BGS
Turkey,1992,titanium ores and concentrates,0,BGS
Turkey,1993,Rutile,0,BGS
Turkey,1993,titanium ores and concentrates,0,BGS
Turkey,1994,Rutile,0,BGS
Turkey,1994,titanium ores and concentrates,0,BGS
Turkey,1995,Rutile,0,BGS
Turkey,1995,titanium ores and concentrates,0,BGS
Turkey,1996,Rutile,0,BGS
Turkey,1996,titanium ores and concentrates,0,BGS
Turkey,1997,Rutile,0,BGS
Turkey,1997,titanium ores and concentrates,0,BGS
Turkey,1998,Rutile,0,BGS
Turkey,1998,titanium ores and concentrates,0,BGS
Turkey,1999,Rutile,0,BGS
Turkey,1999,titanium ores and concentrates,0,BGS
Turkey,2000,Rutile,0,BGS
Turkey,2000,titanium ores and concentrates,0,BGS
Turkey,2001,Rutile,0,BGS
Turkey,2001,titanium ores and concentrates,0,BGS
Turkey,2002,Rutile,0,BGS
Turkey,2002,titanium ores and concentrates,0,BGS
Turkey,2003,Rutile,0,BGS
Turkey,2003,titanium ores and concentrates,0,BGS
Turkey,2004,Rutile,0,BGS
Turkey,2004,titanium ores and concentrates,0,BGS
Turkey,2005,Rutile,0,BGS
Turkey,2005,titanium ores and concentrates,0,BGS
Turkey,2006,Rutile,0,BGS
Turkey,2006,titanium ores and concentrates,0,BGS
Turkey,2007,Rutile,0,BGS
Turkey,2007,titanium ores and concentrates,0,BGS
Turkey,2008,Rutile,0,BGS
Turkey,2008,titanium ores and concentrates,0,BGS
Turkey,2009,Rutile,0,BGS
Turkey,2009,titanium ores and concentrates,0,BGS
Turkey,2010,Rutile,0,BGS
Turkey,2010,titanium ores and concentrates,0,BGS
Turkey,2011,Rutile,0,BGS
Turkey,2011,titanium ores and concentrates,0,BGS
Turkey,2012,Rutile,0,BGS
Turkey,2012,titanium ores and concentrates,0,BGS
Turkey,2013,Rutile,0,BGS
Turkey,2013,titanium ores and concentrates,0,BGS
Turkey,2014,Rutile,0,BGS
Turkey,2014,titanium ores and concentrates,0,BGS
Turkey,2015,Rutile,0,BGS
Turkey,2015,titanium ores and concentrates,0,BGS
Turkey,2016,Rutile,0,BGS
Turkey,2016,titanium ores and concentrates,0,BGS
Turkey,2017,Rutile,0,BGS
Turkey,2017,titanium ores and concentrates,0,BGS
Turkey,2018,Rutile,6498,BGS
Turkey,2018,titanium ores and concentrates,6498,BGS
Turkey,2019,Rutile,6450,BGS
Turkey,2019,titanium ores and concentrates,6450,BGS
Turkey,2020,Rutile,6795,BGS
Turkey,2020,titanium ores and concentrates,6795,BGS
Turkey,2021,Rutile,7451,BGS
Turkey,2021,titanium ores and concentrates,7451,BGS
Turkey,2022,Rutile,7226,BGS
Turkey,2022,titanium ores and concentrates,7226,BGS
United States,1970,titanium ores and concentrates,787396,BGS
United States,1971,titanium ores and concentrates,619675,BGS
United States,1972,titanium ores and concentrates,615021,BGS
United States,1973,titanium ores and concentrates,703987,BGS
United States,1974,titanium ores and concentrates,675464,BGS
United States,1975,titanium ores and concentrates,650706,BGS
United States,1976,titanium ores and concentrates,591851,BGS
United States,1977,titanium ores and concentrates,579240,BGS
United States,1978,titanium ores and concentrates,535013,BGS
United States,1979,titanium ores and concentrates,579956,BGS
United States,1980,titanium ores and concentrates,504981,BGS
United States,1981,titanium ores and concentrates,492018,BGS
United States,1982,titanium ores and concentrates,238944,BGS
United States,1983,titanium ores and concentrates,235000,BGS
United States,1984,titanium ores and concentrates,250000,BGS
United States,1985,titanium ores and concentrates,290000,BGS
United States,1986,titanium ores and concentrates,290000,BGS
United States,1987,titanium ores and concentrates,265000,BGS
United States,1988,titanium ores and concentrates,265000,BGS
United States,1989,titanium ores and concentrates,265000,BGS
United States,1990,titanium ores and concentrates,269000,BGS
United States,1991,titanium ores and concentrates,277000,BGS
United States,1992,titanium ores and concentrates,299000,BGS
United States,1993,titanium ores and concentrates,325000,BGS
United States,1994,titanium ores and concentrates,N/A,BGS
United States,1995,titanium ores and concentrates,N/A,BGS
United States,1996,titanium ores and concentrates,400000,BGS
United States,1997,titanium ores and concentrates,800000,BGS
United States,1998,titanium ores and concentrates,800000,BGS
United States,1999,titanium ores and concentrates,600000,BGS
United States,2000,titanium ores and concentrates,400000,BGS
United States,2001,titanium ores and concentrates,500000,BGS
United States,2002,titanium ores and concentrates,400000,BGS
United States,2003,titanium ores and concentrates,500000,BGS
United States,2004,titanium ores and concentrates,500000,BGS
United States,2005,titanium ores and concentrates,500000,BGS
United States,2006,titanium ores and concentrates,300000,BGS
United States,2007,titanium ores and concentrates,300000,BGS
United States,2008,titanium ores and concentrates,200000,BGS
United States,2009,titanium ores and concentrates,200000,BGS
United States,2010,titanium ores and concentrates,200000,BGS
United States,2011,titanium ores and concentrates,300000,BGS
United States,2012,titanium ores and concentrates,200000,BGS
United States,2013,titanium ores and concentrates,200000,BGS
United States,2014,titanium ores and concentrates,100000,BGS
United States,2015,titanium ores and concentrates,300000,BGS
United States,2016,titanium ores and concentrates,100000,BGS
United States,2017,titanium ores and concentrates,100000,BGS
United States,2018,titanium ores and concentrates,100000,BGS
United States,2019,titanium ores and concentrates,100000,BGS
United States,2020,titanium ores and concentrates,100000,BGS
United States,2021,titanium ores and concentrates,100000,BGS
United States,2022,titanium ores and concentrates,200000,BGS
Ukraine,1970,Ilmenite,0,BGS
Ukraine,1970,Rutile,0,BGS
Ukraine,1970,titanium ores and concentrates,0,BGS
Ukraine,1971,Ilmenite,0,BGS
Ukraine,1971,Rutile,0,BGS
Ukraine,1971,titanium ores and concentrates,0,BGS
Ukraine,1972,Ilmenite,0,BGS
Ukraine,1972,Rutile,0,BGS
Ukraine,1972,titanium ores and concentrates,0,BGS
Ukraine,1973,Ilmenite,0,BGS
Ukraine,1973,Rutile,0,BGS
Ukraine,1973,titanium ores and concentrates,0,BGS
Ukraine,1974,Ilmenite,307000,BGS
Ukraine,1974,Rutile,0,BGS
Ukraine,1974,titanium ores and concentrates,307000,BGS
Ukraine,1975,Ilmenite,327000,BGS
Ukraine,1975,Rutile,0,BGS
Ukraine,1975,titanium ores and concentrates,327000,BGS
Ukraine,1976,Ilmenite,380000,BGS
Ukraine,1976,Rutile,9000,BGS
Ukraine,1976,titanium ores and concentrates,389000,BGS
Ukraine,1977,Ilmenite,399000,BGS
Ukraine,1977,Rutile,9000,BGS
Ukraine,1977,titanium ores and concentrates,408000,BGS
Ukraine,1978,Ilmenite,410000,BGS
Ukraine,1978,Rutile,9000,BGS
Ukraine,1978,titanium ores and concentrates,419000,BGS
Ukraine,1979,Ilmenite,410000,BGS
Ukraine,1979,Rutile,10000,BGS
Ukraine,1979,titanium ores and concentrates,420000,BGS
Ukraine,1980,Ilmenite,420000,BGS
Ukraine,1980,Rutile,10000,BGS
Ukraine,1980,titanium ores and concentrates,430000,BGS
Ukraine,1981,Ilmenite,430000,BGS
Ukraine,1981,Rutile,10000,BGS
Ukraine,1981,titanium ores and concentrates,440000,BGS
Ukraine,1982,Ilmenite,430000,BGS
Ukraine,1982,Rutile,10000,BGS
Ukraine,1982,titanium ores and concentrates,440000,BGS
Ukraine,1983,Ilmenite,435000,BGS
Ukraine,1983,Rutile,10000,BGS
Ukraine,1983,titanium ores and concentrates,445000,BGS
Ukraine,1984,Ilmenite,440000,BGS
Ukraine,1984,Rutile,10000,BGS
Ukraine,1984,titanium ores and concentrates,450000,BGS
Ukraine,1985,Ilmenite,445000,BGS
Ukraine,1985,Rutile,10000,BGS
Ukraine,1985,titanium ores and concentrates,455000,BGS
Ukraine,1986,Ilmenite,450000,BGS
Ukraine,1986,Rutile,10000,BGS
Ukraine,1986,titanium ores and concentrates,460000,BGS
Ukraine,1987,Ilmenite,455000,BGS
Ukraine,1987,Rutile,10000,BGS
Ukraine,1987,titanium ores and concentrates,465000,BGS
Ukraine,1988,Ilmenite,460000,BGS
Ukraine,1988,Rutile,10000,BGS
Ukraine,1988,titanium ores and concentrates,470000,BGS
Ukraine,1989,Ilmenite,460000,BGS
Ukraine,1989,Rutile,10000,BGS
Ukraine,1989,titanium ores and concentrates,470000,BGS
Ukraine,1990,Ilmenite,430000,BGS
Ukraine,1990,Rutile,9500,BGS
Ukraine,1990,titanium ores and concentrates,439500,BGS
Ukraine,1991,Ilmenite,400000,BGS
Ukraine,1991,Rutile,9000,BGS
Ukraine,1991,titanium ores and concentrates,409000,BGS
Ukraine,1992,Ilmenite,450000,BGS
Ukraine,1992,Rutile,60000,BGS
Ukraine,1992,titanium ores and concentrates,510000,BGS
Ukraine,1993,Ilmenite,450000,BGS
Ukraine,1993,Rutile,60000,BGS
Ukraine,1993,titanium ores and concentrates,510000,BGS
Ukraine,1994,Ilmenite,530000,BGS
Ukraine,1994,Rutile,80000,BGS
Ukraine,1994,titanium ores and concentrates,610000,BGS
Ukraine,1995,Ilmenite,359000,BGS
Ukraine,1995,Rutile,112000,BGS
Ukraine,1995,titanium ores and concentrates,471000,BGS
Ukraine,1996,Ilmenite,0,BGS
Ukraine,1996,Rutile,0,BGS
Ukraine,1996,titanium ores and concentrates,0,BGS
Ukraine,1997,Ilmenite,0,BGS
Ukraine,1997,Rutile,0,BGS
Ukraine,1997,titanium ores and concentrates,0,BGS
Ukraine,1998,Ilmenite,507435,BGS
Ukraine,1998,Rutile,111923,BGS
Ukraine,1998,titanium ores and concentrates,619358,BGS
Ukraine,1999,Ilmenite,536542,BGS
Ukraine,1999,Rutile,110951,BGS
Ukraine,1999,titanium ores and concentrates,647493,BGS
Ukraine,2000,Ilmenite,576749,BGS
Ukraine,2000,Rutile,132517,BGS
Ukraine,2000,titanium ores and concentrates,709266,BGS
Ukraine,2001,Ilmenite,600000,BGS
Ukraine,2001,Rutile,150000,BGS
Ukraine,2001,titanium ores and concentrates,750000,BGS
Ukraine,2002,Ilmenite,550000,BGS
Ukraine,2002,Rutile,100000,BGS
Ukraine,2002,titanium ores and concentrates,650000,BGS
Ukraine,2003,Ilmenite,420500,BGS
Ukraine,2003,Rutile,60000,BGS
Ukraine,2003,titanium ores and concentrates,480500,BGS
Ukraine,2004,Ilmenite,370000,BGS
Ukraine,2004,Rutile,60000,BGS
Ukraine,2004,titanium ores and concentrates,430000,BGS
Ukraine,2005,Ilmenite,375000,BGS
Ukraine,2005,Rutile,60000,BGS
Ukraine,2005,titanium ores and concentrates,435000,BGS
Ukraine,2006,Ilmenite,470000,BGS
Ukraine,2006,Rutile,60000,BGS
Ukraine,2006,titanium ores and concentrates,530000,BGS
Ukraine,2007,Ilmenite,500000,BGS
Ukraine,2007,Rutile,60000,BGS
Ukraine,2007,titanium ores and concentrates,560000,BGS
Ukraine,2008,Ilmenite,520000,BGS
Ukraine,2008,Rutile,60000,BGS
Ukraine,2008,titanium ores and concentrates,580000,BGS
Ukraine,2009,Ilmenite,500000,BGS
Ukraine,2009,Rutile,60000,BGS
Ukraine,2009,titanium ores and concentrates,560000,BGS
Ukraine,2010,Ilmenite,500000,BGS
Ukraine,2010,Rutile,60000,BGS
Ukraine,2010,titanium ores and concentrates,560000,BGS
Ukraine,2011,Ilmenite,260700,BGS
Ukraine,2011,Rutile,60000,BGS
Ukraine,2011,titanium ores and concentrates,320700,BGS
Ukraine,2012,Ilmenite,246800,BGS
Ukraine,2012,Rutile,58000,BGS
Ukraine,2012,titanium ores and concentrates,304800,BGS
Ukraine,2013,Ilmenite,670000,BGS
Ukraine,2013,Rutile,162000,BGS
Ukraine,2013,titanium ores and concentrates,832000,BGS
Ukraine,2014,Ilmenite,450000,BGS
Ukraine,2014,Rutile,110000,BGS
Ukraine,2014,titanium ores and concentrates,560000,BGS
Ukraine,2015,Ilmenite,500000,BGS
Ukraine,2015,Rutile,90000,BGS
Ukraine,2015,titanium ores and concentrates,590000,BGS
Ukraine,2016,Ilmenite,500000,BGS
Ukraine,2016,Rutile,90000,BGS
Ukraine,2016,titanium ores and concentrates,590000,BGS
Ukraine,2017,Ilmenite,500000,BGS
Ukraine,2017,Rutile,90000,BGS
Ukraine,2017,titanium ores and concentrates,590000,BGS
Ukraine,2018,Ilmenite,745417,BGS
Ukraine,2018,Rutile,106858,BGS
Ukraine,2018,titanium ores and concentrates,852275,BGS
Ukraine,2019,Ilmenite,818543,BGS
Ukraine,2019,Rutile,115500,BGS
Ukraine,2019,titanium ores and concentrates,934043,BGS
Ukraine,2020,Ilmenite,773093,BGS
Ukraine,2020,Rutile,110500,BGS
Ukraine,2020,titanium ores and concentrates,883593,BGS
Ukraine,2021,Ilmenite,702249,BGS
Ukraine,2021,Rutile,97500,BGS
Ukraine,2021,titanium ores and concentrates,799749,BGS
Ukraine,2022,Ilmenite,350000,BGS
Ukraine,2022,Rutile,50000,BGS
Ukraine,2022,titanium ores and concentrates,400000,BGS
Vietnam,1970,Ilmenite,0,BGS
Vietnam,1970,Rutile,0,BGS
Vietnam,1970,titanium ores and concentrates,0,BGS
Vietnam,1971,Ilmenite,0,BGS
Vietnam,1971,Rutile,0,BGS
Vietnam,1971,titanium ores and concentrates,0,BGS
Vietnam,1972,Ilmenite,0,BGS
Vietnam,1972,Rutile,0,BGS
Vietnam,1972,titanium ores and concentrates,0,BGS
Vietnam,1973,Ilmenite,0,BGS
Vietnam,1973,Rutile,0,BGS
Vietnam,1973,titanium ores and concentrates,0,BGS
Vietnam,1974,Ilmenite,0,BGS
Vietnam,1974,Rutile,0,BGS
Vietnam,1974,titanium ores and concentrates,0,BGS
Vietnam,1975,Ilmenite,0,BGS
Vietnam,1975,Rutile,0,BGS
Vietnam,1975,titanium ores and concentrates,0,BGS
Vietnam,1976,Ilmenite,0,BGS
Vietnam,1976,Rutile,0,BGS
Vietnam,1976,titanium ores and concentrates,0,BGS
Vietnam,1977,Ilmenite,0,BGS
Vietnam,1977,Rutile,0,BGS
Vietnam,1977,titanium ores and concentrates,0,BGS
Vietnam,1978,Ilmenite,0,BGS
Vietnam,1978,Rutile,0,BGS
Vietnam,1978,titanium ores and concentrates,0,BGS
Vietnam,1979,Ilmenite,0,BGS
Vietnam,1979,Rutile,0,BGS
Vietnam,1979,titanium ores and concentrates,0,BGS
Vietnam,1980,Ilmenite,0,BGS
Vietnam,1980,Rutile,0,BGS
Vietnam,1980,titanium ores and concentrates,0,BGS
Vietnam,1981,Ilmenite,0,BGS
Vietnam,1981,Rutile,0,BGS
Vietnam,1981,titanium ores and concentrates,0,BGS
Vietnam,1982,Ilmenite,0,BGS
Vietnam,1982,Rutile,0,BGS
Vietnam,1982,titanium ores and concentrates,0,BGS
Vietnam,1983,Ilmenite,0,BGS
Vietnam,1983,Rutile,0,BGS
Vietnam,1983,titanium ores and concentrates,0,BGS
Vietnam,1984,Ilmenite,0,BGS
Vietnam,1984,Rutile,0,BGS
Vietnam,1984,titanium ores and concentrates,0,BGS
Vietnam,1985,Ilmenite,0,BGS
Vietnam,1985,Rutile,0,BGS
Vietnam,1985,titanium ores and concentrates,0,BGS
Vietnam,1986,Ilmenite,0,BGS
Vietnam,1986,Rutile,0,BGS
Vietnam,1986,titanium ores and concentrates,0,BGS
Vietnam,1987,Ilmenite,0,BGS
Vietnam,1987,Rutile,0,BGS
Vietnam,1987,titanium ores and concentrates,0,BGS
Vietnam,1988,Ilmenite,0,BGS
Vietnam,1988,Rutile,0,BGS
Vietnam,1988,titanium ores and concentrates,0,BGS
Vietnam,1989,Ilmenite,0,BGS
Vietnam,1989,Rutile,0,BGS
Vietnam,1989,titanium ores and concentrates,0,BGS
Vietnam,1990,Ilmenite,0,BGS
Vietnam,1990,Rutile,0,BGS
Vietnam,1990,titanium ores and concentrates,0,BGS
Vietnam,1991,Ilmenite,0,BGS
Vietnam,1991,Rutile,0,BGS
Vietnam,1991,titanium ores and concentrates,0,BGS
Vietnam,1992,Ilmenite,0,BGS
Vietnam,1992,Rutile,0,BGS
Vietnam,1992,titanium ores and concentrates,0,BGS
Vietnam,1993,Ilmenite,0,BGS
Vietnam,1993,Rutile,0,BGS
Vietnam,1993,titanium ores and concentrates,0,BGS
Vietnam,1994,Ilmenite,0,BGS
Vietnam,1994,Rutile,0,BGS
Vietnam,1994,titanium ores and concentrates,0,BGS
Vietnam,1995,Ilmenite,50000,BGS
Vietnam,1995,Rutile,0,BGS
Vietnam,1995,titanium ores and concentrates,50000,BGS
Vietnam,1996,Ilmenite,8000,BGS
Vietnam,1996,Rutile,0,BGS
Vietnam,1996,titanium ores and concentrates,8000,BGS
Vietnam,1997,Ilmenite,97000,BGS
Vietnam,1997,Rutile,0,BGS
Vietnam,1997,titanium ores and concentrates,97000,BGS
Vietnam,1998,Ilmenite,130000,BGS
Vietnam,1998,Rutile,0,BGS
Vietnam,1998,titanium ores and concentrates,130000,BGS
Vietnam,1999,Ilmenite,120000,BGS
Vietnam,1999,Rutile,0,BGS
Vietnam,1999,titanium ores and concentrates,120000,BGS
Vietnam,2000,Ilmenite,130000,BGS
Vietnam,2000,Rutile,0,BGS
Vietnam,2000,titanium ores and concentrates,130000,BGS
Vietnam,2001,Ilmenite,170000,BGS
Vietnam,2001,Rutile,400,BGS
Vietnam,2001,titanium ores and concentrates,170400,BGS
Vietnam,2002,Ilmenite,170000,BGS
Vietnam,2002,Rutile,500,BGS
Vietnam,2002,titanium ores and concentrates,170500,BGS
Vietnam,2003,Ilmenite,320000,BGS
Vietnam,2003,Rutile,500,BGS
Vietnam,2003,titanium ores and concentrates,320500,BGS
Vietnam,2004,Ilmenite,580000,BGS
Vietnam,2004,Rutile,500,BGS
Vietnam,2004,titanium ores and concentrates,580500,BGS
Vietnam,2005,Ilmenite,530000,BGS
Vietnam,2005,Rutile,500,BGS
Vietnam,2005,titanium ores and concentrates,530500,BGS
Vietnam,2006,Ilmenite,605000,BGS
Vietnam,2006,Rutile,437,BGS
