Country,Year,Sub-commodity,Production (tonnes),Source
Malaysia,2008,Zirconium Minerals,984,BGS
Malaysia,2009,Zirconium Minerals,1145,BGS
Malaysia,2010,Zirconium Minerals,1267,BGS
Malaysia,2011,Zirconium Minerals,1685,BGS
Malaysia,2012,Zirconium Minerals,442,BGS
Malaysia,2013,Zirconium Minerals,379,BGS
Malaysia,2014,Zirconium Minerals,677,BGS
Malaysia,2015,Zirconium Minerals,826,BGS
Malaysia,2016,Zirconium Minerals,653,BGS
Malaysia,2017,Zirconium Minerals,1595,BGS
Malaysia,2018,Zirconium Minerals,509,BGS
Malaysia,2019,Zirconium Minerals,449,BGS
Malaysia,2020,Zirconium Minerals,157,BGS
Malaysia,2021,Zirconium Minerals,1518,BGS
Malaysia,2022,Zirconium Minerals,768,BGS
Mozambique,1970,Zirconium Minerals,0,BGS
Mozambique,1971,Zirconium Minerals,0,BGS
Mozambique,1972,Zirconium Minerals,0,BGS
Mozambique,1973,Zirconium Minerals,0,BGS
Mozambique,1974,Zirconium Minerals,0,BGS
Mozambique,1975,Zirconium Minerals,0,BGS
Mozambique,1976,Zirconium Minerals,0,BGS
Mozambique,1977,Zirconium Minerals,0,BGS
Mozambique,1978,Zirconium Minerals,0,BGS
Mozambique,1979,Zirconium Minerals,0,BGS
Mozambique,1980,Zirconium Minerals,0,BGS
Mozambique,1981,Zirconium Minerals,0,BGS
Mozambique,1982,Zirconium Minerals,0,BGS
Mozambique,1983,Zirconium Minerals,0,BGS
Mozambique,1984,Zirconium Minerals,0,BGS
Mozambique,1985,Zirconium Minerals,0,BGS
Mozambique,1986,Zirconium Minerals,0,BGS
Mozambique,1987,Zirconium Minerals,0,BGS
Mozambique,1988,Zirconium Minerals,0,BGS
Mozambique,1989,Zirconium Minerals,0,BGS
Mozambique,1990,Zirconium Minerals,0,BGS
Mozambique,1991,Zirconium Minerals,0,BGS
Mozambique,1992,Zirconium Minerals,0,BGS
Mozambique,1993,Zirconium Minerals,0,BGS
Mozambique,1994,Zirconium Minerals,0,BGS
Mozambique,1995,Zirconium Minerals,0,BGS
Mozambique,1996,Zirconium Minerals,0,BGS
Mozambique,1997,Zirconium Minerals,0,BGS
Mozambique,1998,Zirconium Minerals,0,BGS
Mozambique,1999,Zirconium Minerals,0,BGS
Mozambique,2000,Zirconium Minerals,0,BGS
Mozambique,2001,Zirconium Minerals,0,BGS
Mozambique,2002,Zirconium Minerals,0,BGS
Mozambique,2003,Zirconium Minerals,0,BGS
Mozambique,2004,Zirconium Minerals,0,BGS
Mozambique,2005,Zirconium Minerals,26347,BGS
Mozambique,2006,Zirconium Minerals,32985,BGS
Mozambique,2007,Zirconium Minerals,21100,BGS
Mozambique,2008,Zirconium Minerals,37100,BGS
Mozambique,2009,Zirconium Minerals,43600,BGS
Mozambique,2010,Zirconium Minerals,46900,BGS
Mozambique,2011,Zirconium Minerals,31400,BGS
Mozambique,2012,Zirconium Minerals,50800,BGS
Mozambique,2013,Zirconium Minerals,51800,BGS
Mozambique,2014,Zirconium Minerals,68200,BGS
Mozambique,2015,Zirconium Minerals,73960,BGS
Mozambique,2016,Zirconium Minerals,76550,BGS
Mozambique,2017,Zirconium Minerals,87181,BGS
Mozambique,2018,Zirconium Minerals,78138,BGS
Mozambique,2019,Zirconium Minerals,100158,BGS
Mozambique,2020,Zirconium Minerals,103553,BGS
Mozambique,2021,Zirconium Minerals,0,BGS
Mozambique,2022,Zirconium Minerals,0,BGS
Nigeria,1970,Zirconium Minerals,0,BGS
Nigeria,1971,Zirconium Minerals,0,BGS
Nigeria,1972,Zirconium Minerals,0,BGS
Nigeria,1973,Zirconium Minerals,0,BGS
Nigeria,1974,Zirconium Minerals,0,BGS
Nigeria,1975,Zirconium Minerals,0,BGS
Nigeria,1976,Zirconium Minerals,0,BGS
Nigeria,1977,Zirconium Minerals,0,BGS
Nigeria,1978,Zirconium Minerals,0,BGS
Nigeria,1979,Zirconium Minerals,0,BGS
Nigeria,1980,Zirconium Minerals,0,BGS
Nigeria,1981,Zirconium Minerals,0,BGS
Nigeria,1982,Zirconium Minerals,0,BGS
Nigeria,1983,Zirconium Minerals,0,BGS
Nigeria,1984,Zirconium Minerals,0,BGS
Nigeria,1985,Zirconium Minerals,0,BGS
Nigeria,1986,Zirconium Minerals,0,BGS
Nigeria,1987,Zirconium Minerals,0,BGS
Nigeria,1988,Zirconium Minerals,0,BGS
Nigeria,1989,Zirconium Minerals,0,BGS
Nigeria,1990,Zirconium Minerals,0,BGS
Nigeria,1991,Zirconium Minerals,0,BGS
Nigeria,1992,Zirconium Minerals,0,BGS
Nigeria,1993,Zirconium Minerals,0,BGS
Nigeria,1994,Zirconium Minerals,0,BGS
Nigeria,1995,Zirconium Minerals,0,BGS
Nigeria,1996,Zirconium Minerals,0,BGS
Nigeria,1997,Zirconium Minerals,0,BGS
Nigeria,1998,Zirconium Minerals,0,BGS
Nigeria,1999,Zirconium Minerals,0,BGS
Nigeria,2000,Zirconium Minerals,0,BGS
Nigeria,2001,Zirconium Minerals,0,BGS
Nigeria,2002,Zirconium Minerals,0,BGS
Nigeria,2003,Zirconium Minerals,0,BGS
Nigeria,2004,Zirconium Minerals,0,BGS
Nigeria,2005,Zirconium Minerals,0,BGS
Nigeria,2006,Zirconium Minerals,0,BGS
Nigeria,2007,Zirconium Minerals,0,BGS
Nigeria,2008,Zirconium Minerals,1685,BGS
Nigeria,2009,Zirconium Minerals,5630,BGS
Nigeria,2010,Zirconium Minerals,0,BGS
Nigeria,2011,Zirconium Minerals,4000,BGS
Nigeria,2012,Zirconium Minerals,2000,BGS
Nigeria,2013,Zirconium Minerals,1034,BGS
Nigeria,2014,Zirconium Minerals,960,BGS
Nigeria,2015,Zirconium Minerals,891,BGS
Nigeria,2016,Zirconium Minerals,900,BGS
Nigeria,2017,Zirconium Minerals,531,BGS
Nigeria,2018,Zirconium Minerals,500,BGS
Nigeria,2019,Zirconium Minerals,400,BGS
Nigeria,2020,Zirconium Minerals,500,BGS
Nigeria,2021,Zirconium Minerals,600,BGS
Nigeria,2022,Zirconium Minerals,0,BGS
Russia,1970,Zirconium Minerals,0,BGS
Russia,1971,Zirconium Minerals,0,BGS
Russia,1972,Zirconium Minerals,0,BGS
Russia,1973,Zirconium Minerals,0,BGS
Russia,1974,Zirconium Minerals,0,BGS
Russia,1975,Zirconium Minerals,0,BGS
Russia,1976,Zirconium Minerals,0,BGS
Russia,1977,Zirconium Minerals,0,BGS
Russia,1978,Zirconium Minerals,0,BGS
Russia,1979,Zirconium Minerals,0,BGS
Russia,1980,Zirconium Minerals,0,BGS
Russia,1981,Zirconium Minerals,0,BGS
Russia,1982,Zirconium Minerals,0,BGS
Russia,1983,Zirconium Minerals,0,BGS
Russia,1984,Zirconium Minerals,0,BGS
Russia,1985,Zirconium Minerals,0,BGS
Russia,1986,Zirconium Minerals,0,BGS
Russia,1987,Zirconium Minerals,0,BGS
Russia,1988,Zirconium Minerals,0,BGS
Russia,1989,Zirconium Minerals,0,BGS
Russia,1990,Zirconium Minerals,0,BGS
Russia,1991,Zirconium Minerals,0,BGS
Russia,1992,Zirconium Minerals,3000,BGS
Russia,1993,Zirconium Minerals,2500,BGS
Russia,1994,Zirconium Minerals,2622,BGS
Russia,1995,Zirconium Minerals,2652,BGS
Russia,1996,Zirconium Minerals,5080,BGS
Russia,1997,Zirconium Minerals,5500,BGS
Russia,1998,Zirconium Minerals,6293,BGS
Russia,1999,Zirconium Minerals,6200,BGS
Russia,2000,Zirconium Minerals,6300,BGS
Russia,2001,Zirconium Minerals,6500,BGS
Russia,2002,Zirconium Minerals,6500,BGS
Russia,2003,Zirconium Minerals,6600,BGS
Russia,2004,Zirconium Minerals,5500,BGS
Russia,2005,Zirconium Minerals,6700,BGS
Russia,2006,Zirconium Minerals,7500,BGS
Russia,2007,Zirconium Minerals,7562,BGS
Russia,2008,Zirconium Minerals,7094,BGS
Russia,2009,Zirconium Minerals,8249,BGS
Russia,2010,Zirconium Minerals,9308,BGS
Russia,2011,Zirconium Minerals,8914,BGS
Russia,2012,Zirconium Minerals,8000,BGS
Russia,2013,Zirconium Minerals,8504,BGS
Russia,2014,Zirconium Minerals,7900,BGS
Russia,2015,Zirconium Minerals,7334,BGS
Russia,2016,Zirconium Minerals,7800,BGS
Russia,2017,Zirconium Minerals,7200,BGS
Russia,2018,Zirconium Minerals,7400,BGS
Russia,2019,Zirconium Minerals,6300,BGS
Russia,2020,Zirconium Minerals,6000,BGS
Russia,2021,Zirconium Minerals,5500,BGS
Russia,2022,Zirconium Minerals,5000,BGS
Senegal,1970,Zirconium Minerals,0,BGS
Senegal,1971,Zirconium Minerals,0,BGS
Senegal,1972,Zirconium Minerals,0,BGS
Senegal,1973,Zirconium Minerals,0,BGS
Senegal,1974,Zirconium Minerals,0,BGS
Senegal,1975,Zirconium Minerals,0,BGS
Senegal,1976,Zirconium Minerals,0,BGS
Senegal,1977,Zirconium Minerals,0,BGS
Senegal,1978,Zirconium Minerals,0,BGS
Senegal,1979,Zirconium Minerals,0,BGS
Senegal,1980,Zirconium Minerals,0,BGS
Senegal,1981,Zirconium Minerals,0,BGS
Senegal,1982,Zirconium Minerals,0,BGS
Senegal,1983,Zirconium Minerals,0,BGS
Senegal,1984,Zirconium Minerals,0,BGS
Senegal,1985,Zirconium Minerals,0,BGS
Senegal,1986,Zirconium Minerals,0,BGS
Senegal,1987,Zirconium Minerals,0,BGS
Senegal,1988,Zirconium Minerals,0,BGS
Senegal,1989,Zirconium Minerals,0,BGS
Senegal,1990,Zirconium Minerals,0,BGS
Senegal,1991,Zirconium Minerals,0,BGS
Senegal,1992,Zirconium Minerals,0,BGS
Senegal,1993,Zirconium Minerals,0,BGS
Senegal,1994,Zirconium Minerals,0,BGS
Senegal,1995,Zirconium Minerals,0,BGS
Senegal,1996,Zirconium Minerals,0,BGS
Senegal,1997,Zirconium Minerals,0,BGS
Senegal,1998,Zirconium Minerals,0,BGS
Senegal,1999,Zirconium Minerals,0,BGS
Senegal,2000,Zirconium Minerals,0,BGS
Senegal,2001,Zirconium Minerals,0,BGS
Senegal,2002,Zirconium Minerals,0,BGS
Senegal,2003,Zirconium Minerals,0,BGS
Senegal,2004,Zirconium Minerals,0,BGS
Senegal,2005,Zirconium Minerals,0,BGS
Senegal,2006,Zirconium Minerals,0,BGS
Senegal,2007,Zirconium Minerals,0,BGS
Senegal,2008,Zirconium Minerals,0,BGS
Senegal,2009,Zirconium Minerals,0,BGS
Senegal,2010,Zirconium Minerals,0,BGS
Senegal,2011,Zirconium Minerals,0,BGS
Senegal,2012,Zirconium Minerals,0,BGS
Senegal,2013,Zirconium Minerals,0,BGS
Senegal,2014,Zirconium Minerals,9040,BGS
Senegal,2015,Zirconium Minerals,45248,BGS
Senegal,2016,Zirconium Minerals,52627,BGS
Senegal,2017,Zirconium Minerals,61562,BGS
Senegal,2018,Zirconium Minerals,64278,BGS
Senegal,2019,Zirconium Minerals,58432,BGS
Senegal,2020,Zirconium Minerals,59000,BGS
Senegal,2021,Zirconium Minerals,64000,BGS
Senegal,2022,Zirconium Minerals,57000,BGS
Sierra Leone,1970,Zirconium Minerals,0,BGS
Sierra Leone,1971,Zirconium Minerals,0,BGS
Sierra Leone,1972,Zirconium Minerals,0,BGS
Sierra Leone,1973,Zirconium Minerals,0,BGS
Sierra Leone,1974,Zirconium Minerals,0,BGS
Sierra Leone,1975,Zirconium Minerals,0,BGS
Sierra Leone,1976,Zirconium Minerals,0,BGS
Sierra Leone,1977,Zirconium Minerals,0,BGS
Sierra Leone,1978,Zirconium Minerals,0,BGS
Sierra Leone,1979,Zirconium Minerals,0,BGS
Sierra Leone,1980,Zirconium Minerals,0,BGS
Sierra Leone,1981,Zirconium Minerals,0,BGS
Sierra Leone,1982,Zirconium Minerals,0,BGS
Sierra Leone,1983,Zirconium Minerals,0,BGS
Sierra Leone,1984,Zirconium Minerals,0,BGS
Sierra Leone,1985,Zirconium Minerals,0,BGS
Sierra Leone,1986,Zirconium Minerals,0,BGS
Sierra Leone,1987,Zirconium Minerals,0,BGS
Sierra Leone,1988,Zirconium Minerals,0,BGS
Sierra Leone,1989,Zirconium Minerals,0,BGS
Sierra Leone,1990,Zirconium Minerals,0,BGS
Sierra Leone,1991,Zirconium Minerals,0,BGS
Sierra Leone,1992,Zirconium Minerals,0,BGS
Sierra Leone,1993,Zirconium Minerals,0,BGS
Sierra Leone,1994,Zirconium Minerals,0,BGS
Sierra Leone,1995,Zirconium Minerals,0,BGS
Sierra Leone,1996,Zirconium Minerals,0,BGS
Sierra Leone,1997,Zirconium Minerals,0,BGS
Sierra Leone,1998,Zirconium Minerals,0,BGS
Sierra Leone,1999,Zirconium Minerals,0,BGS
Sierra Leone,2000,Zirconium Minerals,0,BGS
Sierra Leone,2001,Zirconium Minerals,0,BGS
Sierra Leone,2002,Zirconium Minerals,0,BGS
Sierra Leone,2003,Zirconium Minerals,0,BGS
Sierra Leone,2004,Zirconium Minerals,0,BGS
Sierra Leone,2005,Zirconium Minerals,0,BGS
Sierra Leone,2006,Zirconium Minerals,5560,BGS
Sierra Leone,2007,Zirconium Minerals,7092,BGS
Sierra Leone,2008,Zirconium Minerals,8350,BGS
Sierra Leone,2009,Zirconium Minerals,610,BGS
Sierra Leone,2010,Zirconium Minerals,2950,BGS
Sierra Leone,2011,Zirconium Minerals,2416,BGS
Sierra Leone,2012,Zirconium Minerals,1389,BGS
Sierra Leone,2013,Zirconium Minerals,1400,BGS
Sierra Leone,2014,Zirconium Minerals,3000,BGS
Sierra Leone,2015,Zirconium Minerals,11400,BGS
Sierra Leone,2016,Zirconium Minerals,8500,BGS
Sierra Leone,2017,Zirconium Minerals,6600,BGS
Sierra Leone,2018,Zirconium Minerals,4100,BGS
Sierra Leone,2019,Zirconium Minerals,0,BGS
Sierra Leone,2020,Zirconium Minerals,6600,BGS
Sierra Leone,2021,Zirconium Minerals,4100,BGS
Sierra Leone,2022,Zirconium Minerals,4000,BGS
South Africa,1970,Zirconium Minerals,0,BGS
South Africa,1971,Zirconium Minerals,0,BGS
South Africa,1972,Zirconium Minerals,0,BGS
South Africa,1973,Zirconium Minerals,4956,BGS
South Africa,1974,Zirconium Minerals,11978,BGS
South Africa,1975,Zirconium Minerals,11594,BGS
South Africa,1976,Zirconium Minerals,11252,BGS
South Africa,1977,Zirconium Minerals,16825,BGS
South Africa,1978,Zirconium Minerals,36000,BGS
South Africa,1979,Zirconium Minerals,82000,BGS
South Africa,1980,Zirconium Minerals,101697,BGS
South Africa,1981,Zirconium Minerals,119494,BGS
South Africa,1982,Zirconium Minerals,105464,BGS
South Africa,1983,Zirconium Minerals,162281,BGS
South Africa,1984,Zirconium Minerals,153123,BGS
South Africa,1985,Zirconium Minerals,160533,BGS
South Africa,1986,Zirconium Minerals,140000,BGS
South Africa,1987,Zirconium Minerals,140000,BGS
South Africa,1988,Zirconium Minerals,130000,BGS
South Africa,1989,Zirconium Minerals,150000,BGS
South Africa,1990,Zirconium Minerals,170000,BGS
South Africa,1991,Zirconium Minerals,200000,BGS
South Africa,1992,Zirconium Minerals,240000,BGS
South Africa,1993,Zirconium Minerals,230000,BGS
South Africa,1994,Zirconium Minerals,230000,BGS
South Africa,1995,Zirconium Minerals,260000,BGS
South Africa,1996,Zirconium Minerals,320000,BGS
South Africa,1997,Zirconium Minerals,310000,BGS
South Africa,1998,Zirconium Minerals,290000,BGS
South Africa,1999,Zirconium Minerals,320000,BGS
South Africa,2000,Zirconium Minerals,325000,BGS
South Africa,2001,Zirconium Minerals,262000,BGS
South Africa,2002,Zirconium Minerals,420000,BGS
South Africa,2003,Zirconium Minerals,370000,BGS
South Africa,2004,Zirconium Minerals,379000,BGS
South Africa,2005,Zirconium Minerals,314000,BGS
South Africa,2006,Zirconium Minerals,414400,BGS
South Africa,2007,Zirconium Minerals,388800,BGS
South Africa,2008,Zirconium Minerals,404000,BGS
South Africa,2009,Zirconium Minerals,392000,BGS
South Africa,2010,Zirconium Minerals,381000,BGS
South Africa,2011,Zirconium Minerals,383000,BGS
South Africa,2012,Zirconium Minerals,393000,BGS
South Africa,2013,Zirconium Minerals,292000,BGS
South Africa,2014,Zirconium Minerals,393000,BGS
South Africa,2015,Zirconium Minerals,387000,BGS
South Africa,2016,Zirconium Minerals,360000,BGS
South Africa,2017,Zirconium Minerals,377000,BGS
South Africa,2018,Zirconium Minerals,350000,BGS
South Africa,2019,Zirconium Minerals,370000,BGS
South Africa,2020,Zirconium Minerals,280000,BGS
South Africa,2021,Zirconium Minerals,320000,BGS
South Africa,2022,Zirconium Minerals,320000,BGS
Soviet Union,1970,Zirconium Minerals,0,BGS
Soviet Union,1971,Zirconium Minerals,0,BGS
Soviet Union,1972,Zirconium Minerals,0,BGS
Soviet Union,1973,Zirconium Minerals,0,BGS
Soviet Union,1974,Zirconium Minerals,0,BGS
Soviet Union,1975,Zirconium Minerals,0,BGS
Soviet Union,1976,Zirconium Minerals,0,BGS
Soviet Union,1977,Zirconium Minerals,63500,BGS
Soviet Union,1978,Zirconium Minerals,68000,BGS
Soviet Union,1979,Zirconium Minerals,72600,BGS
Soviet Union,1980,Zirconium Minerals,72600,BGS
Soviet Union,1981,Zirconium Minerals,72600,BGS
Soviet Union,1982,Zirconium Minerals,81600,BGS
Soviet Union,1983,Zirconium Minerals,80000,BGS
Soviet Union,1984,Zirconium Minerals,80000,BGS
Soviet Union,1985,Zirconium Minerals,85000,BGS
Soviet Union,1986,Zirconium Minerals,85000,BGS
Soviet Union,1987,Zirconium Minerals,85000,BGS
Soviet Union,1988,Zirconium Minerals,85000,BGS
Soviet Union,1989,Zirconium Minerals,85000,BGS
Soviet Union,1990,Zirconium Minerals,85000,BGS
Soviet Union,1991,Zirconium Minerals,65000,BGS
Soviet Union,1992,Zirconium Minerals,0,BGS
Soviet Union,1993,Zirconium Minerals,0,BGS
Soviet Union,1994,Zirconium Minerals,0,BGS
Soviet Union,1995,Zirconium Minerals,0,BGS
Soviet Union,1996,Zirconium Minerals,0,BGS
Soviet Union,1997,Zirconium Minerals,0,BGS
Soviet Union,1998,Zirconium Minerals,0,BGS
Soviet Union,1999,Zirconium Minerals,0,BGS
Soviet Union,2000,Zirconium Minerals,0,BGS
Soviet Union,2001,Zirconium Minerals,0,BGS
Soviet Union,2002,Zirconium Minerals,0,BGS
Soviet Union,2003,Zirconium Minerals,0,BGS
Soviet Union,2004,Zirconium Minerals,0,BGS
Soviet Union,2005,Zirconium Minerals,0,BGS
Soviet Union,2006,Zirconium Minerals,0,BGS
Soviet Union,2007,Zirconium Minerals,0,BGS
Soviet Union,2008,Zirconium Minerals,0,BGS
Soviet Union,2009,Zirconium Minerals,0,BGS
Soviet Union,2010,Zirconium Minerals,0,BGS
Soviet Union,2011,Zirconium Minerals,0,BGS
Soviet Union,2012,Zirconium Minerals,0,BGS
Soviet Union,2013,Zirconium Minerals,0,BGS
Soviet Union,2014,Zirconium Minerals,0,BGS
Soviet Union,2015,Zirconium Minerals,0,BGS
Soviet Union,2016,Zirconium Minerals,0,BGS
Soviet Union,2017,Zirconium Minerals,0,BGS
Soviet Union,2018,Zirconium Minerals,0,BGS
Soviet Union,2019,Zirconium Minerals,0,BGS
Soviet Union,2020,Zirconium Minerals,0,BGS
Soviet Union,2021,Zirconium Minerals,0,BGS
Soviet Union,2022,Zirconium Minerals,0,BGS
Sri Lanka,1970,Zirconium Minerals,112,BGS
Sri Lanka,1971,Zirconium Minerals,139,BGS
Sri Lanka,1972,Zirconium Minerals,30,BGS
Sri Lanka,1973,Zirconium Minerals,28,BGS
Sri Lanka,1974,Zirconium Minerals,21,BGS
Sri Lanka,1975,Zirconium Minerals,39,BGS
Sri Lanka,1976,Zirconium Minerals,10,BGS
Sri Lanka,1977,Zirconium Minerals,374,BGS
Sri Lanka,1978,Zirconium Minerals,3194,BGS
Sri Lanka,1979,Zirconium Minerals,1510,BGS
Sri Lanka,1980,Zirconium Minerals,3031,BGS
Sri Lanka,1981,Zirconium Minerals,3266,BGS
Sri Lanka,1982,Zirconium Minerals,5789,BGS
Sri Lanka,1983,Zirconium Minerals,5923,BGS
Sri Lanka,1984,Zirconium Minerals,3708,BGS
Sri Lanka,1985,Zirconium Minerals,4061,BGS
Sri Lanka,1986,Zirconium Minerals,910,BGS
Sri Lanka,1987,Zirconium Minerals,2500,BGS
Sri Lanka,1988,Zirconium Minerals,0,BGS
Sri Lanka,1989,Zirconium Minerals,21983,BGS
Sri Lanka,1990,Zirconium Minerals,19727,BGS
Sri Lanka,1991,Zirconium Minerals,26123,BGS
Sri Lanka,1992,Zirconium Minerals,13368,BGS
Sri Lanka,1993,Zirconium Minerals,15296,BGS
Sri Lanka,1994,Zirconium Minerals,22321,BGS
Sri Lanka,1995,Zirconium Minerals,21971,BGS
Sri Lanka,1996,Zirconium Minerals,15863,BGS
Sri Lanka,1997,Zirconium Minerals,12451,BGS
Sri Lanka,1998,Zirconium Minerals,8814,BGS
Sri Lanka,1999,Zirconium Minerals,0,BGS
Sri Lanka,2000,Zirconium Minerals,0,BGS
Sri Lanka,2001,Zirconium Minerals,0,BGS
Sri Lanka,2002,Zirconium Minerals,0,BGS
Sri Lanka,2003,Zirconium Minerals,0,BGS
Sri Lanka,2004,Zirconium Minerals,12826,BGS
Sri Lanka,2005,Zirconium Minerals,23587,BGS
Sri Lanka,2006,Zirconium Minerals,8321,BGS
Sri Lanka,2007,Zirconium Minerals,381,BGS
Sri Lanka,2008,Zirconium Minerals,1447,BGS
Sri Lanka,2009,Zirconium Minerals,10267,BGS
Sri Lanka,2010,Zirconium Minerals,9200,BGS
Sri Lanka,2011,Zirconium Minerals,641,BGS
Sri Lanka,2012,Zirconium Minerals,293,BGS
Sri Lanka,2013,Zirconium Minerals,228,BGS
Sri Lanka,2014,Zirconium Minerals,1335,BGS
Sri Lanka,2015,Zirconium Minerals,614,BGS
Sri Lanka,2016,Zirconium Minerals,7749,BGS
Sri Lanka,2017,Zirconium Minerals,8569,BGS
Sri Lanka,2018,Zirconium Minerals,785,BGS
Sri Lanka,2019,Zirconium Minerals,917,BGS
Sri Lanka,2020,Zirconium Minerals,419,BGS
Sri Lanka,2021,Zirconium Minerals,400,BGS
Sri Lanka,2022,Zirconium Minerals,268,BGS
Thailand,1970,Zirconium Minerals,865,BGS
Thailand,1971,Zirconium Minerals,1526,BGS
Thailand,1972,Zirconium Minerals,366,BGS
Thailand,1973,Zirconium Minerals,402,BGS
Thailand,1974,Zirconium Minerals,2002,BGS
Thailand,1975,Zirconium Minerals,383,BGS
Thailand,1976,Zirconium Minerals,55,BGS
Thailand,1977,Zirconium Minerals,303,BGS
Thailand,1978,Zirconium Minerals,25,BGS
Thailand,1979,Zirconium Minerals,116,BGS
Thailand,1980,Zirconium Minerals,61,BGS
Thailand,1981,Zirconium Minerals,104,BGS
Thailand,1982,Zirconium Minerals,196,BGS
Thailand,1983,Zirconium Minerals,199,BGS
Thailand,1984,Zirconium Minerals,290,BGS
Thailand,1985,Zirconium Minerals,1292,BGS
Thailand,1986,Zirconium Minerals,1705,BGS
Thailand,1987,Zirconium Minerals,1532,BGS
Thailand,1988,Zirconium Minerals,5098,BGS
Thailand,1989,Zirconium Minerals,1496,BGS
Thailand,1990,Zirconium Minerals,490,BGS
Thailand,1991,Zirconium Minerals,2573,BGS
Thailand,1992,Zirconium Minerals,1723,BGS
Thailand,1993,Zirconium Minerals,707,BGS
Thailand,1994,Zirconium Minerals,326,BGS
Thailand,1995,Zirconium Minerals,0,BGS
Thailand,1996,Zirconium Minerals,0,BGS
Thailand,1997,Zirconium Minerals,0,BGS
Thailand,1998,Zirconium Minerals,0,BGS
Thailand,1999,Zirconium Minerals,0,BGS
Thailand,2000,Zirconium Minerals,0,BGS
Thailand,2001,Zirconium Minerals,0,BGS
Thailand,2002,Zirconium Minerals,0,BGS
Thailand,2003,Zirconium Minerals,0,BGS
Thailand,2004,Zirconium Minerals,0,BGS
Thailand,2005,Zirconium Minerals,0,BGS
Thailand,2006,Zirconium Minerals,1023,BGS
Thailand,2007,Zirconium Minerals,0,BGS
Thailand,2008,Zirconium Minerals,0,BGS
Thailand,2009,Zirconium Minerals,0,BGS
Thailand,2010,Zirconium Minerals,0,BGS
Thailand,2011,Zirconium Minerals,0,BGS
Thailand,2012,Zirconium Minerals,0,BGS
Thailand,2013,Zirconium Minerals,0,BGS
Thailand,2014,Zirconium Minerals,0,BGS
Thailand,2015,Zirconium Minerals,0,BGS
Thailand,2016,Zirconium Minerals,0,BGS
Thailand,2017,Zirconium Minerals,0,BGS
Thailand,2018,Zirconium Minerals,0,BGS
Thailand,2019,Zirconium Minerals,0,BGS
Thailand,2020,Zirconium Minerals,0,BGS
Thailand,2021,Zirconium Minerals,0,BGS
Thailand,2022,Zirconium Minerals,0,BGS
Turkey,1970,Zirconium Minerals,0,BGS
Turkey,1971,Zirconium Minerals,0,BGS
Turkey,1972,Zirconium Minerals,0,BGS
Turkey,1973,Zirconium Minerals,0,BGS
Turkey,1974,Zirconium Minerals,0,BGS
Turkey,1975,Zirconium Minerals,0,BGS
Turkey,1976,Zirconium Minerals,0,BGS
Turkey,1977,Zirconium Minerals,0,BGS
Turkey,1978,Zirconium Minerals,0,BGS
Turkey,1979,Zirconium Minerals,0,BGS
Turkey,1980,Zirconium Minerals,0,BGS
Turkey,1981,Zirconium Minerals,0,BGS
Turkey,1982,Zirconium Minerals,0,BGS
Turkey,1983,Zirconium Minerals,0,BGS
Turkey,1984,Zirconium Minerals,0,BGS
Turkey,1985,Zirconium Minerals,0,BGS
Turkey,1986,Zirconium Minerals,0,BGS
Turkey,1987,Zirconium Minerals,0,BGS
Turkey,1988,Zirconium Minerals,0,BGS
Turkey,1989,Zirconium Minerals,0,BGS
Turkey,1990,Zirconium Minerals,0,BGS
Turkey,1991,Zirconium Minerals,0,BGS
Turkey,1992,Zirconium Minerals,0,BGS
Turkey,1993,Zirconium Minerals,0,BGS
Turkey,1994,Zirconium Minerals,0,BGS
Turkey,1995,Zirconium Minerals,0,BGS
Turkey,1996,Zirconium Minerals,0,BGS
Turkey,1997,Zirconium Minerals,0,BGS
Turkey,1998,Zirconium Minerals,0,BGS
Turkey,1999,Zirconium Minerals,0,BGS
Turkey,2000,Zirconium Minerals,0,BGS
Turkey,2001,Zirconium Minerals,0,BGS
Turkey,2002,Zirconium Minerals,0,BGS
Turkey,2003,Zirconium Minerals,0,BGS
Turkey,2004,Zirconium Minerals,0,BGS
Turkey,2005,Zirconium Minerals,0,BGS
Turkey,2006,Zirconium Minerals,0,BGS
Turkey,2007,Zirconium Minerals,0,BGS
Turkey,2008,Zirconium Minerals,0,BGS
Turkey,2009,Zirconium Minerals,0,BGS
Turkey,2010,Zirconium Minerals,0,BGS
Turkey,2011,Zirconium Minerals,0,BGS
Turkey,2012,Zirconium Minerals,0,BGS
Turkey,2013,Zirconium Minerals,0,BGS
Turkey,2014,Zirconium Minerals,0,BGS
Turkey,2015,Zirconium Minerals,0,BGS
Turkey,2016,Zirconium Minerals,0,BGS
Turkey,2017,Zirconium Minerals,0,BGS
Turkey,2018,Zirconium Minerals,1950,BGS
Turkey,2019,Zirconium Minerals,0,BGS
Turkey,2020,Zirconium Minerals,0,BGS
Turkey,2021,Zirconium Minerals,0,BGS
Turkey,2022,Zirconium Minerals,0,BGS
Ukraine,1970,Zirconium Minerals,0,BGS
Ukraine,1971,Zirconium Minerals,0,BGS
Ukraine,1972,Zirconium Minerals,0,BGS
Ukraine,1973,Zirconium Minerals,0,BGS
Ukraine,1974,Zirconium Minerals,0,BGS
Ukraine,1975,Zirconium Minerals,0,BGS
Ukraine,1976,Zirconium Minerals,0,BGS
Ukraine,1977,Zirconium Minerals,0,BGS
